Month,Category,Region,Sales ($),Profit ($),Units Sold
Mar,Toys,East,4964,2842,141
Dec,Cosmetics,South,5611,1229,91
Jul,Sports,West,6759,1722,145
Sep,Toys,West,9378,2831,114
Dec,Furniture,South,1145,1887,95
May,Sports,North,6101,2503,92
Apr,Clothing,South,5247,1779,165
Nov,Toys,East,5188,1113,82
Feb,Clothing,East,3696,2332,108
Feb,Sports,South,9240,253,35
May,Furniture,West,4329,2265,43
Jul,Clothing,South,4481,2414,80
Oct,Cosmetics,East,9966,2984,103
Oct,Toys,South,5641,2402,186
Sep,Sports,North,6559,270,98
Jul,Furniture,South,2260,716,186
May,Cosmetics,West,1649,647,36
Oct,Sports,North,4048,1308,42
Oct,Furniture,East,3023,2025,81
Oct,Cosmetics,South,5270,2849,58
Jun,Clothing,West,6333,2814,72
Nov,Sports,West,3074,2557,169
Dec,Sports,East,7037,2886,28
Mar,Clothing,South,3312,1711,187
May,Electronics,West,4474,245,31
Aug,Cosmetics,North,4260,2637,99
Jan,Clothing,South,5838,361,76
Dec,Sports,East,6618,1249,146
Jan,Cosmetics,North,2350,1727,172
Jul,Cosmetics,South,7048,444,80
May,Electronics,West,8931,2098,88
May,Sports,East,9141,1231,141
Jan,Furniture,East,8323,2092,46
Sep,Electronics,South,6777,1680,37
Jan,Electronics,East,2854,613,146
May,Furniture,North,3266,1044,44
Oct,Furniture,South,1560,812,121
Sep,Electronics,North,8546,314,162
Apr,Cosmetics,East,5987,1750,18
Aug,Clothing,East,8207,1442,198
Jun,Clothing,East,7486,703,61
Nov,Electronics,North,3383,2985,154
Mar,Cosmetics,East,7147,871,18
Apr,Furniture,South,8664,769,63
Feb,Toys,West,2683,1180,142
Jan,Electronics,South,2009,658,133
Aug,Sports,West,3272,1525,184
Jan,Cosmetics,East,3612,2369,118
Nov,Sports,South,8424,574,156
Jan,Sports,North,8226,1231,75
Apr,Electronics,West,7063,962,54
Oct,Cosmetics,North,5341,911,80
Dec,Sports,West,2542,2327,115
Oct,Cosmetics,East,2237,276,42
Jun,Clothing,South,6709,586,127
Sep,Toys,West,3263,2561,89
Jan,Sports,South,1282,791,180
Jul,Sports,West,8998,2722,97
Oct,Cosmetics,West,8740,367,103
Nov,Toys,East,4286,884,163
May,Clothing,West,9363,2535,54
Dec,Sports,North,2882,2501,44
Aug,Electronics,West,7187,913,90
Jul,Cosmetics,West,3275,2416,190
Apr,Cosmetics,West,7874,1369,111
Apr,Sports,East,8502,1301,19
Jun,Clothing,South,9792,1190,50
Jun,Sports,South,4790,376,123
Sep,Furniture,East,3023,1331,135
Dec,Sports,North,1466,406,26
May,Toys,North,4950,1673,136
Aug,Toys,East,4889,730,80
May,Furniture,South,3592,2685,20
Feb,Toys,North,7632,2665,72
Jun,Toys,East,7358,1237,183
Sep,Electronics,South,2547,2281,29
Mar,Cosmetics,North,8169,2972,150
Jan,Toys,North,5749,1813,26
Jan,Cosmetics,East,5436,1148,169
Mar,Clothing,South,1703,1683,107
Oct,Sports,North,7550,1466,94
May,Electronics,East,9497,912,25
Mar,Furniture,North,8636,1934,32
Sep,Clothing,South,2581,2219,148
Aug,Electronics,West,4957,1051,133
Mar,Electronics,North,5590,2132,151
Sep,Furniture,South,4332,1324,80
Jun,Furniture,North,2685,1449,182
Jul,Cosmetics,West,8531,132,42
Apr,Sports,West,7911,196,54
Apr,Clothing,North,6731,362,191
Dec,Sports,East,1895,1013,60
Feb,Clothing,North,9032,2440,124
May,Electronics,South,3346,2877,133
Aug,Toys,East,4531,271,96
Jul,Toys,South,2861,857,160
Jul,Furniture,South,5852,1025,38
Jun,Furniture,East,1030,1518,15
Mar,Electronics,West,1242,1379,176
May,Electronics,South,7918,1000,142
Jan,Clothing,North,6511,2664,105
Jul,Electronics,West,6508,1133,177
Sep,Clothing,West,5668,370,99
Jan,Sports,East,7087,841,91
Feb,Furniture,North,8015,1435,30
Mar,Furniture,North,8636,2714,68
Mar,Toys,West,7662,2022,157
Aug,Toys,South,5003,2700,33
Jul,Furniture,South,1598,2797,140
Jun,Sports,North,3195,490,95
Oct,Sports,West,1069,1058,81
Oct,Cosmetics,West,9139,674,119
Nov,Clothing,West,4659,443,66
Apr,Toys,East,6634,1669,119
Sep,Clothing,North,3281,1501,102
Jan,Toys,North,7822,555,80
Nov,Cosmetics,South,4682,1546,79
Feb,Furniture,South,3683,543,79
Apr,Clothing,North,5562,296,85
Mar,Toys,North,5652,2510,56
Jan,Clothing,South,5931,1697,98
May,Furniture,North,5713,1517,28
Jul,Electronics,South,6413,1860,150
Feb,Toys,North,6600,2713,54
May,Electronics,East,5103,770,169
Jun,Cosmetics,East,3075,1417,167
Nov,Sports,West,1782,2005,94
Jul,Clothing,North,4806,2172,135
Jan,Toys,South,2057,2384,179
Jul,Clothing,North,3054,560,118
Apr,Cosmetics,North,3109,1444,117
Aug,Cosmetics,West,8283,199,81
Apr,Clothing,South,2320,2887,179
Jun,Toys,North,8849,507,144
Sep,Furniture,South,5417,1077,140
May,Furniture,North,4699,2898,46
Dec,Sports,West,1732,1557,12
Apr,Clothing,South,7562,242,155
Aug,Clothing,North,4549,2676,133
Sep,Toys,East,7163,2670,179
Apr,Clothing,South,7555,819,146
Mar,Toys,West,6378,1559,194
Aug,Clothing,East,9796,517,161
May,Cosmetics,South,2722,1204,16
Feb,Electronics,South,3812,644,106
Oct,Clothing,South,8537,2964,179
Sep,Electronics,South,3278,2306,107
Mar,Furniture,North,3350,1909,111
Dec,Sports,North,4623,2774,195
Feb,Furniture,South,7530,872,111
Jan,Clothing,West,1714,1793,65
Aug,Toys,North,1924,1168,195
Nov,Furniture,South,4162,1338,155
Mar,Cosmetics,South,5153,227,176
Jul,Electronics,West,5529,1673,59
Jan,Toys,West,3569,976,170
Jan,Toys,West,3815,2753,37
Dec,Clothing,East,7972,640,193
Sep,Cosmetics,South,5578,2311,34
Dec,Electronics,West,5462,2796,151
Aug,Cosmetics,South,1888,1658,192
Dec,Furniture,North,6948,230,93
Mar,Clothing,South,4478,2843,144
Jun,Toys,South,4589,603,141
Nov,Toys,East,2723,1547,167
Mar,Furniture,North,2258,2331,71
Dec,Toys,North,8026,925,194
Apr,Sports,East,9602,2818,174
Jan,Clothing,West,3230,1122,192
May,Furniture,West,8454,2701,94
Jan,Clothing,South,3060,1358,74
Jan,Electronics,East,4898,230,61
Oct,Clothing,West,3613,796,12
Nov,Clothing,North,8015,1137,86
Nov,Electronics,East,7698,913,144
Jul,Furniture,West,2802,758,79
Dec,Clothing,North,1677,2527,79
Jun,Cosmetics,East,9087,1183,171
Feb,Clothing,South,5713,1283,105
Nov,Furniture,South,8730,1570,25
Dec,Toys,North,4004,2685,145
Feb,Electronics,West,9986,2724,158
Nov,Toys,West,1728,1509,130
Jul,Furniture,East,5734,1193,20
Jan,Sports,North,1190,2832,59
Feb,Toys,West,5994,2097,96
Dec,Clothing,South,4866,2111,15
Aug,Clothing,North,7039,1348,119
Jun,Electronics,South,7445,2187,152
Feb,Clothing,North,9829,1269,148
Jul,Cosmetics,East,5045,2513,164
Apr,Cosmetics,West,7315,347,182
Feb,Toys,West,6624,111,175
Dec,Furniture,West,5158,2110,13
Jun,Electronics,South,5111,836,182
Nov,Sports,West,7834,609,147
Sep,Toys,North,4951,1368,130
Nov,Furniture,South,6220,2098,191
Sep,Electronics,East,5058,270,166
Aug,Electronics,South,4247,1749,149
Mar,Toys,East,2216,820,193
Mar,Furniture,South,7092,914,177
Feb,Furniture,West,8980,2576,93
May,Clothing,East,6586,1158,174
Dec,Sports,West,8076,304,29
Apr,Cosmetics,South,8940,989,21
Jul,Clothing,East,3222,1507,47
Apr,Electronics,North,8979,1700,167
Sep,Sports,North,2514,2844,56
Dec,Sports,South,9608,849,91
Dec,Furniture,East,3883,1608,83
Feb,Sports,North,4826,2038,51
Nov,Toys,West,5339,1867,14
Jun,Sports,West,1674,1232,185
Jul,Electronics,South,7289,1301,124
Apr,Toys,West,1102,348,136
Jun,Toys,West,4993,1995,108
Jul,Clothing,West,4708,1128,112
Apr,Sports,North,2495,1280,188
Aug,Furniture,East,4392,329,149
Sep,Clothing,South,8537,2775,147
Jan,Furniture,East,3785,1384,46
Jul,Sports,East,6819,2975,134
Sep,Clothing,East,4659,420,75
Dec,Sports,North,5880,127,76
Oct,Electronics,West,6588,2998,23
May,Clothing,South,5802,609,56
Dec,Furniture,East,5891,2375,157
Feb,Electronics,West,4525,740,118
Oct,Cosmetics,North,4517,640,122
Jun,Furniture,East,5777,2819,189
Dec,Sports,West,5189,1009,77
Dec,Furniture,North,7933,1411,124
Jul,Cosmetics,West,7137,1617,35
Feb,Furniture,South,7254,1590,56
Feb,Electronics,West,2913,1518,82
Oct,Toys,West,8335,1558,12
Dec,Furniture,South,2150,908,139
Oct,Clothing,South,5137,1660,178
Jan,Cosmetics,West,5136,2667,39
Apr,Furniture,South,8729,1437,174
Jul,Cosmetics,West,2510,1252,12
Sep,Toys,East,4915,613,18
Mar,Electronics,West,7325,446,17
Dec,Clothing,North,4252,216,18
Nov,Sports,South,9935,2558,129
Jul,Furniture,East,4938,1520,154
Jul,Electronics,South,3511,1954,161
Jul,Cosmetics,South,2073,1521,151
Feb,Toys,South,3192,1731,191
Jun,Cosmetics,North,9207,2099,89
Feb,Toys,North,8383,2245,27
Jun,Toys,West,6171,381,176
Oct,Electronics,North,9298,2102,125
Mar,Furniture,South,5314,906,184
Feb,Sports,East,7480,1791,36
Dec,Furniture,East,3857,2804,101
Jun,Clothing,East,5349,1544,80
Feb,Furniture,South,2428,310,43
May,Toys,North,7723,1790,112
Feb,Toys,East,7779,1877,156
Mar,Clothing,South,8856,2655,143
Mar,Cosmetics,South,8300,1446,167
Jun,Toys,East,7645,2599,101
Jun,Clothing,East,8670,786,149
Oct,Toys,West,3921,2770,152
Mar,Sports,West,9166,1070,118
Mar,Toys,South,8244,1029,176
Dec,Electronics,West,1878,117,112
Jan,Clothing,West,9502,1414,73
Jul,Furniture,East,2321,2933,73
Aug,Clothing,West,5375,1873,24
Feb,Cosmetics,South,9886,2345,195
Apr,Toys,East,6005,1285,109
Oct,Clothing,West,9462,2564,76
Jul,Sports,West,6636,483,10
Aug,Clothing,West,6220,2347,16
Jan,Sports,North,4027,1869,146
Apr,Toys,West,4124,994,10
Jun,Furniture,West,2753,1621,14
Mar,Toys,South,9186,1079,56
May,Cosmetics,West,6099,181,109
Oct,Electronics,North,5335,1704,19
Sep,Furniture,East,4285,2053,11
Nov,Furniture,West,9552,1550,32
Mar,Electronics,West,9925,1584,112
May,Clothing,South,1851,983,193
Aug,Toys,West,1859,2627,156
Jun,Clothing,West,2350,827,175
Apr,Clothing,West,5918,223,56
Aug,Toys,West,6730,2675,93
Nov,Cosmetics,East,1326,1761,189
Mar,Furniture,South,3120,625,58
Mar,Sports,East,1993,2186,160
Apr,Electronics,North,6375,2255,59
Sep,Furniture,West,2766,2415,26
May,Clothing,North,2964,2103,57
Aug,Electronics,East,7601,1476,130
Jun,Sports,North,3781,410,11
Mar,Furniture,West,8019,139,199
Aug,Furniture,North,3905,880,94
Dec,Cosmetics,East,9290,680,22
Sep,Furniture,West,1243,2299,70
Aug,Furniture,South,5037,2093,20
Apr,Sports,East,8938,2334,106
Nov,Sports,West,6494,529,36
Jun,Electronics,South,3709,2139,44
Jan,Clothing,North,8701,556,27
Apr,Sports,North,8795,2900,77
Aug,Electronics,North,8088,1350,198
Jan,Furniture,West,2047,1551,50
Mar,Electronics,North,5378,303,105
Jan,Electronics,North,7544,2926,180
Sep,Electronics,South,7711,217,186
Feb,Toys,South,8221,1952,148
Sep,Electronics,South,9613,1927,76
Apr,Sports,West,7992,2369,188
Feb,Toys,East,9062,996,61
Apr,Clothing,North,4801,2210,128
Dec,Electronics,North,6362,2543,94
Nov,Cosmetics,West,6473,2152,180
Nov,Furniture,North,5570,607,195
Oct,Furniture,West,3452,2292,79
Jun,Toys,West,3083,1053,166
Nov,Furniture,West,6163,2809,168
Jul,Furniture,East,5833,1282,37
Mar,Toys,West,7801,2045,116
Mar,Furniture,East,4340,2928,187
Dec,Electronics,East,4844,1058,45
Oct,Clothing,North,1639,1954,101
Dec,Toys,South,9096,2158,156
Aug,Cosmetics,East,9151,168,21
May,Toys,East,9377,1827,85
Apr,Sports,South,6400,1737,33
Jul,Cosmetics,East,2318,1063,74
Jul,Sports,South,9719,1667,101
Sep,Toys,North,4259,301,89
Sep,Sports,West,4483,365,158
May,Cosmetics,South,4019,2255,107
Dec,Electronics,West,5779,2337,35
Aug,Toys,South,9766,338,127
Oct,Toys,West,2324,1050,172
Jan,Furniture,North,5404,2490,89
Sep,Toys,East,6937,390,67
Aug,Toys,North,2434,2468,179
Jun,Electronics,East,9729,1908,166
Mar,Furniture,West,8554,2189,166
Mar,Clothing,West,5953,1054,146
Aug,Sports,East,9384,1321,87
May,Cosmetics,South,9666,732,130
Oct,Clothing,North,5269,2030,81
Nov,Furniture,South,8378,2993,11
Jul,Electronics,West,3437,383,11
May,Cosmetics,North,5552,906,120
Aug,Sports,North,2354,2329,155
Oct,Toys,South,4400,1134,78
Oct,Toys,East,8196,2006,131
Apr,Clothing,East,4754,2892,194
Feb,Sports,North,7265,2589,160
Mar,Furniture,East,1158,2776,28
Aug,Sports,West,7741,2535,28
Nov,Electronics,South,2837,675,195
Jul,Clothing,South,5611,2601,121
Feb,Clothing,South,2025,1718,186
Jun,Electronics,North,8812,1026,182
Sep,Sports,North,8246,1125,37
Apr,Electronics,East,1658,910,84
Sep,Cosmetics,South,1677,1365,59
Feb,Electronics,West,5046,908,148
Feb,Sports,West,4821,2515,64
Sep,Electronics,South,3375,1041,146
Dec,Furniture,North,1275,139,151
Jul,Toys,North,7859,1438,122
Jul,Electronics,North,2588,656,158
Jan,Toys,West,5581,1421,57
Nov,Electronics,South,1245,1754,67
Jun,Sports,West,7670,2127,146
Jul,Cosmetics,South,9192,1016,27
Nov,Cosmetics,West,3184,742,21
Jun,Toys,West,4251,2597,133
Jun,Sports,East,6863,494,25
Feb,Sports,West,4051,891,174
Jun,Sports,South,4771,2235,157
Apr,Furniture,West,9889,2680,29
Sep,Clothing,East,3419,2044,152
Dec,Electronics,East,8396,843,34
Jan,Sports,South,3628,2528,154
Aug,Sports,East,8309,1678,21
May,Sports,East,1685,2578,118
Jan,Cosmetics,North,3756,1339,179
Apr,Sports,South,6023,376,48
Jan,Electronics,East,5835,293,193
Jun,Sports,East,2972,278,190
Feb,Electronics,East,1710,1266,80
May,Furniture,South,9516,2144,56
Jul,Clothing,North,6085,1661,34
Feb,Cosmetics,West,6646,317,187
Jun,Electronics,North,5893,1087,127
Jun,Toys,South,3594,656,42
May,Furniture,South,2092,1347,38
May,Clothing,South,3955,2915,12
Mar,Clothing,West,9403,1885,48
Oct,Clothing,South,5143,176,13
Oct,Electronics,North,9770,698,174
Nov,Furniture,East,8644,1331,104
Dec,Sports,East,3997,1282,143
Feb,Toys,South,6208,623,147
Jul,Furniture,South,3979,1481,21
Jan,Furniture,West,4605,2960,127
Jun,Furniture,East,1421,483,75
Jun,Electronics,West,1610,1689,140
Mar,Toys,West,9637,2651,73
Feb,Electronics,West,1130,1573,44
Dec,Toys,West,3647,2389,161
Feb,Toys,North,7673,468,184
Sep,Electronics,South,4729,1594,121
Nov,Toys,South,5431,387,61
May,Furniture,West,2024,498,43
Jul,Electronics,West,8039,2251,93
Dec,Toys,North,1537,1434,89
May,Clothing,West,5591,226,120
Jul,Electronics,North,4083,2187,162
Apr,Cosmetics,North,1507,1870,166
Aug,Electronics,West,4924,346,101
Nov,Electronics,South,9872,1929,190
Oct,Electronics,North,3612,2459,195
Nov,Toys,South,5876,2181,50
Oct,Electronics,South,9951,2276,96
Jul,Cosmetics,North,5223,2157,60
Oct,Sports,East,4147,1291,135
May,Electronics,North,3193,1907,155
Nov,Clothing,East,9082,1339,50
Jun,Cosmetics,North,3546,1875,108
May,Sports,North,6061,1725,198
Jul,Toys,South,5655,439,116
Dec,Electronics,South,2222,2828,33
Feb,Sports,West,8750,1691,56
May,Clothing,South,6019,1787,37
Oct,Cosmetics,South,4574,1408,45
Mar,Cosmetics,South,6723,633,30
Sep,Toys,South,7546,908,193
Jun,Toys,West,4023,2580,78
Oct,Toys,South,4280,2905,163
Mar,Sports,East,1540,2798,191
Jul,Electronics,East,1510,2744,53
Apr,Furniture,West,7162,2397,170
Mar,Cosmetics,South,7702,1454,163
Aug,Furniture,East,1344,2562,130
Apr,Cosmetics,North,6179,1325,159
Nov,Toys,East,9083,2153,157
Jan,Electronics,South,7372,948,11
Jun,Electronics,East,3480,1609,50
Oct,Cosmetics,North,9590,1322,63
Nov,Sports,East,6819,112,194
Nov,Toys,South,7742,2153,155
Jan,Electronics,North,7900,1534,142
May,Electronics,West,6638,1680,55
Jul,Clothing,North,6900,637,84
Jun,Electronics,East,6523,2151,158
Feb,Clothing,West,4849,1912,159
Nov,Electronics,North,2777,2134,12
Apr,Electronics,North,9571,2431,18
Nov,Sports,North,4763,821,11
Feb,Sports,South,4058,1923,37
Nov,Toys,West,3465,2840,43
Jan,Electronics,West,5451,1888,190
Mar,Toys,North,1015,2052,68
Mar,Toys,West,5410,2804,19
Dec,Toys,East,3580,1051,92
Jul,Toys,East,6135,727,102
Jan,Cosmetics,North,8948,1877,11
Sep,Cosmetics,East,3592,2521,57
Nov,Electronics,North,5789,1741,143
Jun,Cosmetics,East,9260,1247,53
Apr,Electronics,North,9602,1517,191
Mar,Sports,North,8232,749,45
Mar,Furniture,West,9093,2872,145
Feb,Clothing,West,1918,911,92
Feb,Cosmetics,North,5835,1179,19
Dec,Cosmetics,West,4343,2279,170
Oct,Sports,West,3486,2928,111
May,Cosmetics,South,7873,2269,102
Sep,Electronics,East,1272,2349,28
Feb,Electronics,West,5554,2089,27
Feb,Furniture,North,1819,1725,124
Dec,Furniture,South,6292,2849,188
Jun,Furniture,South,3615,2705,32
Oct,Electronics,West,7069,1947,138
Feb,Toys,North,6640,1965,68
Dec,Toys,North,4984,678,116
Apr,Furniture,North,5890,1236,140
Jun,Furniture,North,8701,2374,19
May,Electronics,North,6191,2321,132
Jan,Sports,East,3981,1119,58
Jun,Cosmetics,North,4039,1257,65
Jan,Clothing,North,5935,1749,99
Mar,Toys,East,1602,2290,153
Oct,Toys,West,8459,668,48
May,Electronics,South,8419,1417,118
Oct,Electronics,East,9447,376,105
May,Clothing,South,8692,1615,53
Oct,Clothing,South,3487,1686,17
Jun,Furniture,East,2358,2058,145
Dec,Clothing,North,1689,1594,54
Oct,Cosmetics,South,9499,2423,148
Aug,Cosmetics,North,7131,333,106
May,Toys,West,4166,1365,162
Nov,Cosmetics,East,9600,131,26
Jan,Cosmetics,South,1825,1471,92
May,Cosmetics,North,2191,859,192
Mar,Furniture,South,6647,1898,88
Apr,Toys,West,7785,1894,65
Aug,Electronics,West,7813,892,53
Jul,Toys,South,6641,1491,62
Nov,Toys,East,1533,861,172
May,Toys,West,7510,364,48
Feb,Clothing,North,2207,2362,139
Jun,Electronics,West,9608,381,107
Nov,Clothing,North,2237,629,34
Jun,Furniture,South,5943,1982,175
Oct,Furniture,North,5765,2128,89
Oct,Sports,South,5836,2149,41
Nov,Sports,West,1459,2660,88
Jun,Furniture,East,9841,915,87
Sep,Furniture,West,1119,563,178
Nov,Clothing,West,5768,1570,88
Aug,Furniture,West,6980,1486,80
Aug,Electronics,West,9509,263,16
Jan,Clothing,East,7481,1826,27
May,Furniture,West,7298,1710,26
Jul,Clothing,North,4226,2685,126
Jun,Clothing,East,9585,610,113
May,Cosmetics,East,3552,1897,86
Aug,Sports,North,6378,1344,68
Mar,Clothing,South,4228,654,20
Jun,Toys,West,1076,2788,134
May,Clothing,East,4410,1406,60
Aug,Toys,West,1408,2008,16
Apr,Cosmetics,West,5092,1497,164
Aug,Furniture,North,3267,358,196
Oct,Clothing,North,9935,2592,46
Feb,Cosmetics,North,5528,1324,14
Sep,Electronics,West,6574,1765,71
Sep,Cosmetics,East,6773,1503,83
Oct,Sports,East,4834,1965,99
Oct,Sports,South,4997,865,88
Jun,Furniture,West,8307,164,64
Apr,Toys,South,6617,2805,153
Apr,Furniture,South,3701,1769,101
Jun,Toys,South,4712,2189,83
May,Toys,South,4907,978,65
Jun,Toys,South,9946,295,188
Jul,Toys,West,1675,1483,183
Jul,Sports,North,5927,1895,70
Sep,Sports,South,6349,2535,113
Aug,Clothing,East,7168,164,126
Jun,Sports,West,4475,1420,87
Dec,Furniture,South,7816,1550,42
Jun,Sports,East,1541,322,64
May,Furniture,South,1164,1632,27
Jan,Electronics,North,8092,541,149
Sep,Sports,West,1984,1537,83
Sep,Furniture,North,3661,1002,30
Sep,Toys,East,5468,2600,106
Nov,Cosmetics,South,1617,2467,163
Aug,Toys,North,9260,869,158
Oct,Clothing,North,6639,982,159
Mar,Furniture,South,5196,550,192
Jan,Toys,West,1000,1202,55
Nov,Sports,East,9377,842,50
Dec,Sports,West,5438,2504,14
Dec,Electronics,East,5808,1709,53
Aug,Cosmetics,East,4079,1644,153
Jul,Furniture,North,7719,2929,172
May,Toys,South,9327,2713,14
Oct,Cosmetics,West,7018,2015,71
Jul,Electronics,North,1382,1348,99
Oct,Clothing,North,1927,627,35
Apr,Cosmetics,North,6059,823,70
Sep,Electronics,West,1560,340,188
Nov,Furniture,North,2189,2761,78
Oct,Clothing,South,1897,2242,193
Feb,Sports,North,3368,464,59
Sep,Electronics,North,5953,1308,134
Sep,Sports,East,8898,1259,45
May,Clothing,North,5380,124,161
Nov,Electronics,West,3398,2060,39
Jan,Electronics,West,7226,2465,78
Jul,Clothing,South,6743,2480,185
Oct,Furniture,West,3588,661,31
Oct,Electronics,West,7356,780,42
Apr,Clothing,North,4685,2247,78
Sep,Cosmetics,South,5309,2517,105
Jun,Sports,West,5399,1716,59
Mar,Electronics,South,4226,1135,32
Jun,Cosmetics,South,2403,819,147
Oct,Electronics,East,9391,2224,173
Jun,Furniture,East,3285,686,123
May,Clothing,North,9862,1073,26
Feb,Electronics,West,2728,2829,190
Oct,Clothing,North,2249,1946,100
Oct,Toys,North,1878,1471,145
Feb,Electronics,South,3523,1566,181
Jul,Furniture,South,1497,790,198
Feb,Furniture,South,8702,187,131
Dec,Cosmetics,North,8578,2612,143
Jun,Furniture,West,5879,593,80
May,Clothing,North,1538,1345,99
Apr,Toys,North,2466,2120,174
Jul,Furniture,North,8714,1241,63
Aug,Electronics,East,2733,235,32
Apr,Furniture,East,1490,1077,194
Jan,Toys,West,2709,2334,60
Jan,Clothing,East,7711,641,67
Jan,Electronics,North,2918,2726,156
Nov,Cosmetics,East,9166,1029,164
Jan,Cosmetics,East,7025,1502,34
May,Cosmetics,North,7099,910,158
Apr,Electronics,West,1197,511,132
Sep,Cosmetics,East,2713,316,34
Mar,Furniture,North,5783,2817,134
Jul,Electronics,North,9102,929,188
Nov,Electronics,North,4844,1233,80
Aug,Electronics,South,1595,384,44
Jun,Sports,North,9330,869,79
Dec,Clothing,East,2014,1996,113
Oct,Sports,East,1241,668,187
Jan,Sports,North,3363,1421,152
Aug,Sports,South,1732,2708,161
Oct,Clothing,South,1134,2844,58
Mar,Sports,South,4761,2858,77
Aug,Cosmetics,East,3626,629,16
Dec,Electronics,South,8179,2636,103
Apr,Electronics,West,2510,1867,137
Aug,Furniture,West,3796,2174,90
Nov,Toys,South,7907,2143,191
Jan,Cosmetics,West,5512,1241,47
Mar,Clothing,North,5302,1177,103
Jun,Toys,South,2643,603,54
Sep,Electronics,South,5406,2124,112
Feb,Sports,South,4364,251,146
Nov,Furniture,North,7768,836,64
Jan,Furniture,North,4411,578,61
Oct,Electronics,South,1082,1785,120
Mar,Cosmetics,East,6696,1339,58
Apr,Toys,East,3440,2978,192
Nov,Furniture,West,6760,1471,79
May,Electronics,North,2782,1463,120
Mar,Cosmetics,West,9796,949,140
Oct,Electronics,West,7426,2701,77
Nov,Electronics,South,8906,1796,110
Feb,Cosmetics,East,9922,1498,47
Feb,Cosmetics,West,2360,1660,58
Jul,Cosmetics,South,3078,1426,101
Sep,Electronics,North,1977,1365,17
Oct,Furniture,West,8793,1501,125
Feb,Clothing,East,2637,1808,104
Jul,Clothing,North,4300,1512,182
Jul,Electronics,South,5004,2434,38
Nov,Electronics,North,1582,1853,88
Jul,Furniture,West,9651,2602,186
Mar,Cosmetics,North,9327,2060,33
Dec,Electronics,North,9475,726,158
Jul,Sports,North,3398,1364,122
Jan,Cosmetics,East,5112,2359,32
Oct,Electronics,West,2238,462,104
Jan,Sports,South,4466,2745,165
May,Toys,East,6518,2280,169
Feb,Furniture,West,6363,1632,159
Sep,Sports,South,4166,2424,199
Jul,Electronics,South,1779,1388,76
Apr,Clothing,South,3134,2752,127
